queryid,geneid,C_RawCounts,T_RawCounts,C_Meantpm,T_Meantpm,Regulation,RealFC,PPDE,identity,evalue,bitscore,bitscore2,querylength,Alignment_vs_Q_SeqLength,subjectid,ID,subjectlength,Alignment_vs_S_SeqLength,subjectdescription,GO,PFAM,Panther,KEGG,KEGGec,KO,KOGAnnotation,taxon1,taxon2,taxon3,taxon4,taxon5,taxon6,Taxonomy,subjectid_2,taxon6_2,bitscore_2,bitscore2_2,keywords_2,subjectdescription_2,GO_2,PFAM_2,Panther_2,KEGG_2,KEGGec_2,KO_2,KOGAnnotation_2
Salix_HiSeq_c601863_g1_i2|m.3,Salix_HiSeq_c601863_g1_i2,15,123,0.23,1.08,Treatment,9.54,0.98,100,8.00E-136,389,100,188,99.47,tr|B7MF19|B7MF19_ECO45,B7MF19,187,100.00,"Alkyl hydroperoxide reductase, C22 subunit",GO:0004601;GO:0051920;GO:0006979,PF10417;PF00578,0,ecz:ECS88_0647,0,K03386,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|B7MF19|B7MF19_ECO45;sp|P0AE11|AHPC_SHIFL;gi|445974941|ref|WP_000052796.1|,Escherichia coli;Shigella;Unknown,389;389;389,100;100;100,"[('subunit', 3), ('hydroperoxide', 3), ('reductase', 2), ('Alkyl', 2), ('C22', 1)]","Alkyl hydroperoxide reductase, C22 subunit;Alkyl hydroperoxide reductase subunit C;MULTISPECIES: alkyl hydroperoxide reductase subunit C [Proteobacteria]",GO:0004601;GO:0051920;GO:0006979;GO:0004601,PF10417;PF00578;PF10417,0,ecz:ECS88_0647;sfl:SF0524;sfx:S0529,0,K03386;K03386,0
Salix_HiSeq_c584526_g1_i6|m.1,Salix_HiSeq_c584526_g1_i6,17,146,0.23,1.06,Treatment,9.17,0.99,100,0,969,100,485,99.79,sp|P75712|ALLP_ECOLI,Q2MBR7,484,100.00,allantoin permease,GO:0016021;GO:0005886;GO:0015205;GO:0015851;GO:0006144,PF02133,0,ecj:JW0499;eco:b0511,0,K10975,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P75712|ALLP_ECOLI;tr|A0A0E1ZWS5|A0A0E1ZWS5_ECOLX;gi|446323245|ref|WP_000401100.1|,Escherichia coli;Escherichia coli;Unknown,969;969;969,100;100;100,"[('permease', 2), ('allantoin', 2), ('Putative', 1), ('MULTISPECIES:', 1), ('[Proteobacteria]', 1)]",Putative allantoin permease;Allantoin permease;MULTISPECIES: allantoin transporter [Proteobacteria],GO:0016021;GO:0005886;GO:0015205;GO:0015851;GO:0006144;GO:0016021;GO:0005215;GO:0055085,PF02133;PF02133,0,ecj:JW0499;eco:b0511;0,0,K10975;0,0
Salix_HiSeq_c584526_g1_i6|m.2,Salix_HiSeq_c584526_g1_i6,17,146,0.23,1.06,Treatment,9.17,0.99,100,0.00E+00,939,100,454,99.78,sp|P77671|ALLB_ECOLI,Q2MBR6,453,100.00,Allantoinase,GO:0005737;GO:0004038;GO:0050897;GO:0008270;GO:0009442;GO:0006144,PF01979,0,ecj:JW0500;eco:b0512,0,K01466,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P77671|ALLB_ECOLI;tr|F4UZ95|F4UZ95_ECOLX;gi|331071036|gb|EGI42395.1|,Escherichia coli;Escherichia coli;Escherichia coli TA280,939;939;939,100;100;100,"[('Allantoinase', 2), ('coli', 1), ('allantoinase', 1), ('TA280]', 1), ('[Escherichia', 1)]",Allantoinase;Allantoinase;allantoinase [Escherichia coli TA280],GO:0005737;GO:0004038;GO:0050897;GO:0008270;GO:0009442;GO:0006144;GO:0000256,PF01979;PF01979,0,ecj:JW0500;eco:b0512;0,0,K01466;0,0
Salix_HiSeq_c602071_g7_i1|m.1,Salix_HiSeq_c602071_g7_i1,5,46,0.31,1.49,Treatment,9.07,0.98,97.58,0.00E+00,670,97,334,98.80,sp|P25718|AMY1_ECOLI,Q2M7N4,676,48.82,Alpha-amylase,GO:0030288;GO:0042597;GO:0004556;GO:0005509;GO:0030980;GO:0051692,PF00128,PTHR10357,ecj:JW3543;eco:b3571,0,K01176,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P25718|AMY1_ECOLI;tr|N2QAN2|N2QAN2_ECOLX;gi|485783572|ref|WP_001406167.1|,Escherichia coli;Escherichia coli;Escherichia coli,670;671;671,97;97;97,"[('Alpha-amylase', 2), ('alpha-amylase', 1), ('[Escherichia', 1), ('coli]', 1)]",Alpha-amylase;Alpha-amylase;alpha-amylase [Escherichia coli],GO:0030288;GO:0042597;GO:0004556;GO:0005509;GO:0030980;GO:0051692,PF00128;PF00128,PTHR10357;PTHR10357,ecj:JW3543;eco:b3571;0,0,K01176;0,0
Salix_HiSeq_c600385_g7_i1|m.5,Salix_HiSeq_c600385_g7_i1,12,88,0.26,0.91,Treatment,6.13,0.97,100,3.00E-148,417,100,200,99.50,sp|P0A8Y4|YIHX_SHIFL,P32145,199,100.00,Alpha-D-glucose-1-phosphate phosphatase YihX,GO:0008877;GO:0000287;GO:0030145;GO:0016311,PF13419,0,sfl:SF3957;sfx:S3789,0,K07025,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,sp|P0A8Y4|YIHX_SHIFL;tr|I6BBF0|I6BBF0_SHIFL;gi|83754203|pdb|2B0C|A,Shigella;Shigella;Escherichia coli K-12,417;417;418,100;100;100,"[('The', 2), ('Phosphatase', 2), ('From', 1), ('YihX', 1), ('Chain', 1)]","Alpha-D-glucose-1-phosphate phosphatase YihX;Phosphatase yihX;Chain A, The Crystal Structure Of The Putative Phosphatase From Escherichia Coli",GO:0008877;GO:0000287;GO:0030145;GO:0016311;GO:0016787,PF13419;PF13419,0,sfl:SF3957;sfx:S3789;0,0,K07025;0,0
Salix_HiSeq_c600385_g7_i2|m.5,Salix_HiSeq_c600385_g7_i2,9,65,0.18,0.69,Treatment,7.63,0.97,100,3.00E-148,417,100,200,99.50,sp|P0A8Y4|YIHX_SHIFL,P32145,199,100.00,Alpha-D-glucose-1-phosphate phosphatase YihX,GO:0008877;GO:0000287;GO:0030145;GO:0016311,PF13419,0,sfl:SF3957;sfx:S3789,0,K07025,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,sp|P0A8Y4|YIHX_SHIFL;tr|I6BBF0|I6BBF0_SHIFL;gi|83754203|pdb|2B0C|A,Shigella;Shigella;Escherichia coli K-12,417;417;418,100;100;100,"[('The', 2), ('Phosphatase', 2), ('From', 1), ('YihX', 1), ('Chain', 1)]","Alpha-D-glucose-1-phosphate phosphatase YihX;Phosphatase yihX;Chain A, The Crystal Structure Of The Putative Phosphatase From Escherichia Coli",GO:0008877;GO:0000287;GO:0030145;GO:0016311;GO:0016787,PF13419;PF13419,0,sfl:SF3957;sfx:S3789;0,0,K07025;0,0
Salix_HiSeq_c601604_g1_i10|m.3,Salix_HiSeq_c601604_g1_i10,40,309,0.39,1.49,Treatment,7.40,0.95,100,0.00E+00,781,100,379,99.74,sp|P16689|PHNM_ECOLI,Q2M6K8,378,100.00,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase,GO:0005829;GO:0004000;GO:0050270;GO:0019700,PF07969,0,ecj:JW4056;eco:b4095,0,K06162,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P16689|PHNM_ECOLI;tr|G0F4Q2|G0F4Q2_ECOLX;gi|446508797|ref|WP_000586325.1|,Escherichia coli;Escherichia coli;Unknown,781;781;781,100;100;100,"[('1-methylphosphonate', 2), ('diphosphatase', 2), ('5-triphosphate', 2), ('Alpha-D-ribose', 1), ('MULTISPECIES:', 1)]",Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase;Phosphonate metabolism protein PhnM;MULTISPECIES: alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [Proteobacteria],GO:0005829;GO:0004000;GO:0050270;GO:0019700;GO:0016810,PF07969;PF07969,0,ecj:JW4056;eco:b4095;0,0,K06162;0,0
Salix_HiSeq_c600385_g3_i1|m.3,Salix_HiSeq_c600385_g3_i1,17,128,0.37,1.38,Treatment,7.54,0.96,100,0.00E+00,697,100,336,99.70,sp|P32138|YIHQ_ECOLI,Q2M8H5,678,49.41,Alpha-glucosidase YihQ,GO:0004558;GO:0030246;GO:0032450,PF01055,0,ecj:JW3849;eco:b3878,0,K15922,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P32138|YIHQ_ECOLI;tr|D8ALQ4|D8ALQ4_ECOLX;gi|446303695|ref|WP_000381550.1|,Escherichia coli;Escherichia coli;Enterobacteriaceae,697;698;698,100;100;100,"[('hydrolase,', 1), ('family', 1), ('MULTISPECIES:', 1), ('Glycosyl', 1), ('alpha-glucosidase', 1)]","Alpha-glucosidase YihQ;Glycosyl hydrolase, family 31;MULTISPECIES: alpha-glucosidase [Enterobacteriaceae]",GO:0004558;GO:0030246;GO:0032450;GO:0004553;GO:0005975,PF01055;PF01055,0,ecj:JW3849;eco:b3878;0,0,K15922;0,0
Salix_HiSeq_c596278_g1_i5|m.4,Salix_HiSeq_c596278_g1_i5,9,122,0.17,1.15,Treatment,12.92,1.00,100,2.00E-161,451,100,217,99.54,sp|P05050|ALKB_ECOLI,P05050,216,100.00,Alpha-ketoglutarate-dependent dioxygenase AlkB,GO:0051747;GO:0051213;GO:0043734;GO:0008198;GO:0035515;GO:0006307;GO:0080111;GO:0006281;GO:0070989;GO:0035552;GO:0035553;GO:0042245,PF13532,0,ecj:JW2200;eco:b2212,0,K03919,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P05050|ALKB_ECOLI;tr|G0FDC5|G0FDC5_ECOLX;gi|446807715|ref|WP_000884971.1|,Escherichia coli;Escherichia coli;Enterobacteriaceae,451;451;451,100;100;100,"[('AlkB', 3), ('dioxygenase', 2), ('repair', 1), ('DNA', 1), ('Alkylated', 1)]",Alpha-ketoglutarate-dependent dioxygenase AlkB;Alkylated DNA repair protein AlkB;MULTISPECIES: alpha-ketoglutarate-dependent dioxygenase AlkB [Enterobacteriaceae],GO:0051747;GO:0051213;GO:0043734;GO:0008198;GO:0035515;GO:0006307;GO:0080111;GO:0006281;GO:0070989;GO:0035552;GO:0035553;GO:0042245;GO:0016491,PF13532;PF13532,0,ecj:JW2200;eco:b2212;0,0,K03919;0,0
Salix_HiSeq_c596422_g2_i1|m.1,Salix_HiSeq_c596422_g2_i1,6,44,0.35,1.14,Treatment,6.39,0.95,100,0.00E+00,585,100,284,99.65,sp|P37610|TAUD_ECOLI,Q47540,283,100.00,Alpha-ketoglutarate-dependent taurine dioxygenase (tauD),GO:0005737;GO:0031418;GO:0046872;GO:0000908;GO:0006790,PF02668,0,ecj:JW0360;eco:b0368,0,K03119,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P37610|TAUD_ECOLI;tr|D6J6U6|D6J6U6_ECOLX;gi|445926172|ref|WP_000004027.1|,Escherichia coli;Escherichia coli;Unknown,585;585;585,100;100;100,"[('dioxygenase', 2), ('taurine', 2), ('TauD', 1), ('MULTISPECIES:', 1), ('[Proteobacteria]', 1)]",Alpha-ketoglutarate-dependent taurine dioxygenase;TauD;MULTISPECIES: taurine dioxygenase [Proteobacteria],GO:0005737;GO:0031418;GO:0046872;GO:0000908;GO:0006790;GO:0016491,PF02668;PF02668,0,ecj:JW0360;eco:b0368;0,0,K03119;0,0
Salix_HiSeq_c601992_g2_i1|m.4,Salix_HiSeq_c601992_g2_i1,18,142,0.34,1.35,Treatment,7.76,0.98,100,1.00E-148,423,100,205,99.51,tr|F4SKC3|F4SKC3_ECOLX,F4SKC3,204,100.00,Alpha-ribazole phosphatase,GO:0043755;GO:0009236,PF00300,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|F4SKC3|F4SKC3_ECOLX;gi|802134215|emb|CQR80237.1|;sp|P52086|COBC_ECOLI,Escherichia coli;Escherichia coli K-12;Escherichia coli,423;424;421,100;100;99,"[('phosphatase', 3), ('Adenosylcobalamin/alpha-ribazole', 1), (""alpha-ribazole-5'-P"", 1), ('putative', 1), ('Alpha-ribazole', 1)]",Alpha-ribazole phosphatase;putative alpha-ribazole-5'-P phosphatase [Escherichia coli K-12];Adenosylcobalamin/alpha-ribazole phosphatase,GO:0043755;GO:0009236;0;GO:0005829;GO:0043755;GO:0050278;GO:0016311,PF00300;0;PF00300,0,0;ecj:JW0633;eco:b0638,0,0;K02226,0
Salix_HiSeq_c589034_g1_i1|m.1,Salix_HiSeq_c589034_g1_i1,27,212,0.34,1.51,Treatment,8.80,0.96,100,0.00E+00,1028,100,496,99.80,sp|P42604|UXAA_ECOLI,Q2M9B5,495,100.00,Altronate dehydratase,GO:0008789;GO:0008198;GO:0019698,PF04295;PF08666,0,ecj:JW3062;eco:b3091,0,K01685,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P42604|UXAA_ECOLI;tr|A0A0E1M1U8|A0A0E1M1U8_ECOLX;gi|447122134|ref|WP_001199390.1|,Escherichia coli;Escherichia coli;Unknown,1028;1028;1028,100;100;100,"[('dehydratase', 2), ('Altronate', 2), ('MULTISPECIES:', 1), ('altronate', 1), ('[Proteobacteria]', 1)]",Altronate dehydratase;Altronate hydrolase;MULTISPECIES: altronate dehydratase [Proteobacteria],GO:0008789;GO:0008198;GO:0019698;GO:0008789;GO:0016787,PF04295;PF08666;PF04295,0,ecj:JW3062;eco:b3091;0,0,K01685;0,0
Salix_HiSeq_c601848_g4_i2|m.5,Salix_HiSeq_c601848_g4_i2,9,63,0.13,0.44,Treatment,6.51,0.95,95.89,8.00E-40,149,96,131,55.73,tr|A0A0E1L741|A0A0E1L741_ECOLX,A0A0E1L741,576,12.67,Amine oxidase,GO:0005507;GO:0008131;GO:0048038;GO:0009308,PF01179;PF02728;PF01179;PF02728,PTHR10638,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|A0A0E1L741|A0A0E1L741_ECOLX;gi|748269341|gb|AJE55775.1|,Escherichia coli;Escherichia coli,149;149,96;96,"[('oxidase', 2), ('copper', 1), ('TynA', 1), ('coli]', 1), ('amine', 1)]",Amine oxidase;C-terminus of TynA copper amine oxidase [Escherichia coli],GO:0005507;GO:0008131;GO:0048038;GO:0009308,PF01179;PF02728;PF01179,PTHR10638,0,0,0,0
Salix_HiSeq_c601848_g4_i4|m.6,Salix_HiSeq_c601848_g4_i4,4,69,0.06,0.47,Treatment,17.51,1.00,95.89,8.00E-40,149,96,131,55.73,tr|A0A0E1L741|A0A0E1L741_ECOLX,A0A0E1L741,576,12.67,Amine oxidase,GO:0005507;GO:0008131;GO:0048038;GO:0009308,PF01179;PF02728;PF01179;PF02728,PTHR10638,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|A0A0E1L741|A0A0E1L741_ECOLX;gi|748269341|gb|AJE55775.1|,Escherichia coli;Escherichia coli,149;149,96;96,"[('oxidase', 2), ('copper', 1), ('TynA', 1), ('coli]', 1), ('amine', 1)]",Amine oxidase;C-terminus of TynA copper amine oxidase [Escherichia coli],GO:0005507;GO:0008131;GO:0048038;GO:0009308,PF01179;PF02728;PF01179,PTHR10638,0,0,0,0
Salix_HiSeq_c601454_g2_i1|m.1,Salix_HiSeq_c601454_g2_i1,5,47,0.23,1.33,Treatment,11.84,0.99,100,0.00E+00,779,100,394,99.75,gi|447208175|ref|WP_001285431.1|,447208175,477,82.39,amino acid permease [Escherichia coli],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,gi|447208175|ref|WP_001285431.1|;sp|P42590|YGJI_ECOLI;tr|A0A071CVY5|A0A071CVY5_ECOLX,Escherichia coli;Escherichia coli;Escherichia coli,779;776;776,100;99;99,"[('Inner', 2), ('membrane', 2), ('transporter', 2), ('coli]', 1), ('[Escherichia', 1)]",amino acid permease [Escherichia coli];Inner membrane transporter YgjI;Inner membrane transporter ygjI,GO:0005887;GO:0005886;GO:0015297;GO:0015179;GO:0003333;GO:1902475;GO:0015807;GO:0016021;GO:0015171,PF13520;PF13520,PTHR11785;PTHR11785,ecj:JW5512;eco:b3078,0,0,0
Salix_HiSeq_c599465_g2_i3|m.4,Salix_HiSeq_c599465_g2_i3,10,88,0.32,1.11,Treatment,6.27,0.99,100,4.00E-169,476,100,228,99.56,sp|P58068|YHDW_ECO57,P58068,341,66.57,amino-acid ABC transporter-binding protein YhdW,GO:0042597;GO:0005215;GO:0006865,PF00497,0,ece:Z4629;ecs:ECs4141,0,K09969,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P58068|YHDW_ECO57;tr|V0UZZ8|V0UZZ8_ECOLX;gi|553616623|gb|ESD36500.1|,Escherichia coli;Escherichia coli;Escherichia coli 908519,476;473;473,100;99;99,"[('L-amino', 2), ('Putative', 2), ('AapJ', 2), ('general', 2), ('acid-binding', 2)]",Putative amino-acid ABC transporter-binding protein YhdW;Putative general L-amino acid-binding periplasmic protein AapJ;putative general L-amino acid-binding periplasmic protein AapJ [Escherichia coli 908519],GO:0042597;GO:0005215;GO:0006865;0,PF00497;PF00497,0,ece:Z4629;ecs:ECs4141;0,0,K09969;0,0
Salix_HiSeq_c599465_g2_i3|m.3,Salix_HiSeq_c599465_g2_i3,10,88,0.32,1.11,Treatment,6.27,0.99,100,0.00E+00,525,100,253,99.60,tr|A0A0E1M244|A0A0E1M244_ECOLX,A0A0E1M244,252,100.00,amino-acid transporter subunit,GO:0015424;GO:0005524,PF00005,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|A0A0E1M244|A0A0E1M244_ECOLX;sp|P45769|YHDZ_ECOLI;gi|446000494|ref|WP_000078349.1|,Escherichia coli;Escherichia coli;Enterobacteriaceae,525;525;525,100;100;100,"[('transporter', 3), ('ABC', 2), ('amino-acid', 2), ('Putative', 1), ('Uncharacterized', 1)]",Putative amino-acid transporter subunit;Uncharacterized amino-acid ABC transporter ATP-binding protein YhdZ;MULTISPECIES: amino acid ABC transporter ATPase [Enterobacteriaceae],GO:0015424;GO:0005524;GO:0005886;GO:0015424,PF00005;PF00005,0,ecj:JW3239;eco:b3271,0,K09972,0
Salix_HiSeq_c602169_g4_i1|m.1,Salix_HiSeq_c602169_g4_i1,8,75,0.32,1.58,Treatment,8.96,0.99,100,0,862,100,422,99.76,tr|H9UNQ7|H9UNQ7_ECOLX,H9UNQ7,421,100.00,Aminoacyl-histidine dipeptidase,GO:0016787;GO:0006508,PF07687;PF01546;PF07687,0,elp:P12B_c0265,0,K01270,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|H9UNQ7|H9UNQ7_ECOLX;sp|P15288|PEPD_ECOLI;gi|549811790|gb|AGX32408.1|,Escherichia coli;Escherichia coli;synthetic Escherichia coli C321.deltaA,862;861;862,100;100;100,"[('dipeptidase', 3), ('Aminoacyl-histidine', 1), ('aminoacyl-histidine', 1), ('Cytosol', 1), ('C321.deltaA]', 1)]",Aminoacyl-histidine dipeptidase;Cytosol non-specific dipeptidase;aminoacyl-histidine dipeptidase (peptidase D) [synthetic Escherichia coli C321.deltaA],GO:0016787;GO:0006508;GO:0005829;GO:0016805;GO:0070573;GO:0008270;GO:0043171,PF07687;PF01546;PF07687,0,elp:P12B_c0265;ecj:JW0227;eco:b0237,0,K01270;K01270,0
Salix_HiSeq_c601578_g3_i4|m.10,Salix_HiSeq_c601578_g3_i4,19,271,0.12,0.82,Treatment,14.87,1.00,100,0,558,100,270,99.63,sp|P28305|PABC_ECOLI,P28305,269,100.00,Aminodeoxychorismate lyase,GO:0008696;GO:0030170;GO:0046656;GO:0046654,PF01063,PTHR11825,ecj:JW1082;eco:b1096,0,K02619,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P28305|PABC_ECOLI;tr|G0FAF8|G0FAF8_ECOLX;gi|446400826|ref|WP_000478681.1|,Escherichia coli;Escherichia coli;Unknown,558;558;558,100;100;100,"[('lyase', 3), ('Aminodeoxychorismate', 2), ('4-amino-4-deoxychorismate', 1), ('[Proteobacteria]', 1), ('MULTISPECIES:', 1)]",Aminodeoxychorismate lyase;Aminodeoxychorismate lyase;MULTISPECIES: 4-amino-4-deoxychorismate lyase [Proteobacteria],GO:0008696;GO:0030170;GO:0046656;GO:0046654;GO:0008696,PF01063;PF01063,PTHR11825;PTHR11825,ecj:JW1082;eco:b1096;0,0,K02619;0,0
Salix_HiSeq_c598930_g5_i2|m.2,Salix_HiSeq_c598930_g5_i2,5,43,0.21,1.33,Treatment,12.82,0.99,100,2.00E-138,391,100,188,99.47,sp|P00903|PABA_ECOLI,Q2M726,187,100.00,Aminodeoxychorismate synthase component 2,GO:0046820;GO:0046656;GO:0006541;GO:0046654,PF00117,0,ecj:JW3323;eco:b3360,0,K01664,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P00903|PABA_ECOLI;tr|A0A0E1M6T7|A0A0E1M6T7_ECOLX;gi|446524501|ref|WP_000601847.1|,Escherichia coli;Escherichia coli;Unknown,391;391;391,100;100;100,"[('Aminodeoxychorismate', 2), ('component', 1), ('[Proteobacteria]', 1), ('MULTISPECIES:', 1), ('synthase', 1)]","Aminodeoxychorismate synthase component 2;Aminodeoxychorismate synthase, subunit II;MULTISPECIES: glutamine amidotransferase [Proteobacteria]",GO:0046820;GO:0046656;GO:0006541;GO:0046654;GO:0046820,PF00117;PF00117,0,ecj:JW3323;eco:b3360;0,0,K01664;0,0
Salix_HiSeq_c600722_g2_i2|m.1,Salix_HiSeq_c600722_g2_i2,6,57,0.30,1.36,Treatment,8.07,0.99,100,0,1425,100,696,99.86,sp|P24177|ACRD_ECOLI,Q46715,1037,67.02,aminoglycoside efflux pump,GO:0016021;GO:0016020;GO:0005886;GO:0015238;GO:0015307;GO:0046618;GO:0006855;GO:0042493,PF00873,0,ecj:JW2454;eco:b2470,0,K18324,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P24177|ACRD_ECOLI;tr|A0A0K5EAG2|A0A0K5EAG2_ECOLX;gi|692126950|ref|WP_032082876.1|,Escherichia coli;Escherichia coli;Escherichia coli,1425;1426;1429,100;100;100,"[('efflux', 3), ('multidrug', 2), ('pump', 2), ('aminoglycoside', 1), ('[Escherichia', 1)]",Probable aminoglycoside efflux pump;Putative multidrug efflux pump;multidrug efflux RND transporter permease subunit [Escherichia coli],GO:0016021;GO:0016020;GO:0005886;GO:0015238;GO:0015307;GO:0046618;GO:0006855;GO:0042493;0,PF00873;PF00873,0,ecj:JW2454;eco:b2470;0,0,K18324;0,0
